address1,address2,business_name,country_code,id,job_roles,job_summary,job_type,pay_period,pay_structure,postal_code,posted_datetime,qualifications,remote_type,responsibilities,tags,title,_geo,city,region,salary_from,salary_to
,,Apex Roofing,US,7584,"['Admin-Clerical', 'Business Development', 'Marketing', 'Sales']","Apex Roofing is seeking a Sales and Marketing Specialist. We are looking for a talented and experienced Marketing representative who can propel our business forward.In this role, you would be responsible for spearheading our marketing efforts, optimizing lead utilization, and assisting our administration. You will be responsible for advancing the sales process by researching new business opportunities, generating leads, and reaching potential clients.First and foremost, we are looking for a strong communicator who can effectively message to our customers.",['Full-time'],annual,salary,83843,1677879720,"2-5 years of marketing experienceExcellent communication, presentation, and editing skillsExperience using CRM management systemsFamiliarity with cold calling and sales",Location-based,"Maintain strong digital presence in Apex’s target marketsFacilitate online advertising campaigns and promotional offers on social mediaRegularly review online analytics to evaluate marketing effectivenessTrack referral programs for prior customersDevelop new sales opportunities by researching and identifying potential lead generation sourcesBuild relationships and generate business opportunities on “cold” leads by using appropriate company resources, programs, email marketing, and follow-up techniques in order to create interestAppropriately communicate brand identity and company position",[],Sales and Marketing Specialist,"[46.7323875, -117.0001651]",Moscow,ID,40000.0,50000.0
6101 Associated Blvd #101,,Electric Mirror,US,7581,"['Accounting', 'Manufacturing']","Position OverviewThis position is primarily responsible for directing activities of product costing, product manufacturing analysis, and inventory valuation. The position provides recommendations to senior management in support of the achievement of Company goals.Supervisory Responsibility1.N/A Work Environment1.Office 100% Production/Warehouse floor 0%Physical Demands1.Mostly a sedentary role; minimal walking, bending, reaching2.Ability to lift, pull or push up to 20 lbs.; anything over 50 lbs. is to be assisted.Position Type and Expected Hours of Work1.Full Time.2.Salaried/Exempt3.M-F, hours varyTravel1.N/ACompensation and Benefits1.Salary Range: $90,000 to $105,000/year2.Benefits: Medical, dental, vision, life, company paid short-term and long-term disability, 401K, 15 days paid time off, 60 hours of paid holidays a year, and an employee assistance program.",['Full-time'],annual,salary,98203,1677796160,"Required Education and Experience1.Bachelor's degree in Accounting or Finance. 2.5+ years of accounting experience; cost accounting preferred3.3+ years of operational experience, especially with inventory and plant operations.Preferred Education and Experience1.CMA and/or CPA certification is a plus.2.Demonstrated experience in manufacturing environment and ERP applications/interface.3.Epicor experience a plus.",Hybrid,"Essential Job Functions1.Perform month end close activities related to Inventory and COGs.2.Prepare actual vs. plan (budget) analysis related to COGs. 3.Prepare various financial analysis related to manufacturing costs, inventory, and expense information for various customers as needed for decision making support.4.Set up new raw material, packaging, WIP, and FG line items; Create and maintain production BOMs; Maintain periodic cost rolls/updates5.Analyzes changes in product design, raw materials, manufacturing methods, or services provided, to determine effects on costs. 6.Analyzes actual production costs and prepares periodic reports comparing standard costs to actual production costs.7.Maintain and analyze overhead/burden rates associated with Inventory and COGS via analysis and interface with Operations management8.Records cost information for use in controlling expenditures.9.Prepares estimates of new and proposed product or service costs.10.Recommends cost efficiencies in new product layouts.11.Provides management with reports specifying and comparing factors affecting prices and profitability of products or services.12.Develop and maintain standard costs of finished goods and production components in a worldwide ERP system.13.Maintain and improve processes and controls associated with manufacturing costs and inventory valuation.14.Lead and manage periodic excess and obsolete inventory review process.15.Support and analyze metrics used to evaluate plant operational efficiency.16.Ensure validity and accuracy of ERP through analysis, internal audit, and coordination with inventory control, production and work order processing.17.Assist in developing and documenting policies and procedures, including system requirements and internal controls.18.Represent Finance/Accounting on teams designed to improve operations, reduce costs, etc.19.Other duties and responsibilities as assigned by your supervisor.Competencies1.Extensive hands on ERP system experience and working knowledge of SQL2.Excellent analytical skills with a strong focus on accuracy and attention to detail3.Excellent communication skills and high confidence in stating professional opinions4.Strong grasp of GAAP accounting and general accounting concepts5.Extremely strong Excel skills, especially advanced financial modeling and analytical techniques6.Demonstrated ability to streamline and automate complex processes",[],Senior Cost Accountant,,,WA,90000.0,105000.0
1000 Freedom Way,,"Delta Defense, LLC",US,7578,[],"Are you ready for a career you can BELIEVE in?Do you have a strong belief in the 2nd Amendment?Do you support the natural-born right to armed self-defense?Do you believe in the mission of the U.S. Concealed Carry Association (USCCA)?The USCCA helps responsible Americans avoid danger, save lives, and keep their families safe.Delta Defense, LLC is the private company that provides Marketing, Operations and Customer Service for the USCCA.Why YOU should Work at Delta Defense!We are a fun, fast-paced, and rewarding place to work and grow!Milwaukee Business Journal “Best Place to Work” award 6 years in a row!Named on Inc. 5000 “Fastest Growing Private Companies” list 11 years in a row!Milwaukee Journal Sentinel “Top Workplace” award 6 years in a row!Top Workplace USA - 2022!Position Summary:Do you enjoy working collaboratively to find real solutions that balance the needs of the employees with the needs of the business? Do you want to help leaders build a successful team? Then help us continue to build our HR expertise at Delta Defense!The HR Business Partner is a strategic thought partner who proactively partners with, coaches, and supports business leaders in building and implementing talent strategies. This position supports organizational change efforts and assists in the areas of employee relations, talent development, identifying and onboarding new employees, and serving as a key resource for employees and leaders at all levels in the organization.",['Full-time'],annual,salary,53095,1677774797,"Bachelor’s degree in human resources, business or related field or equivalent experience.Minimum 5 years related professional, progressive experience in human resources.Self-starter with the ability to react quickly and thrive in a fast-paced, dynamic environmentAbility to think strategically and handle difficult and complex issues as well as willingness to roll up sleeves and get into the trenches and help out.Experience using data to identify insights and drive action.Extensive knowledge of principles &amp; practices of HR, including HR regulations and compliance.Skilled in employee relations with demonstrated ability to partner and influence at all levels in the business and to be viewed as a credible, valuable source of information.Experience building and/or delivering change management and organizational development strategies preferred.Strong interpersonal and communication skills.Demonstrated critical thinking skills and the ability to solve complex problems.Demonstrates the Core Values of Delta Defense, LLC.",Hybrid,"Engage as a trusted advisor to senior leaders improving leadership capability, team effectiveness, strategic insights, and business/talent performance.Contribute to the development of people strategies that help drive business and organizational performance.Maintain continuity in approach and application of company policies and procedures while ensuring compliance with federal, state, and local regulations including EEO, FMLA, and FLSA.Identify root causes and conduct relevant data analysis in order to propose both short-term and long-term interventions and solutions.Provide guidance and input on business unit restructuring, workforce planning and succession planning.Help create and define structure around new positions including compensation analysis and competency development.Promote a culture of accountability, ethics, and compliance and formulate long-term strategies for education and implementation.Formulate partnerships across the HR function to deliver value-added service to leaders and employees that reflects the business objectives of the organization.Foster a culture of professional development, high performance, and integrity.",[],Human Resources Business Partner - Hybrid,"[43.4252776, -88.1834277]",West Bend,WI,,
,,Danzeisen Dairy,US,7556,[],"Merchandise Danzeisen Dairy products to maximize revenue.Develop relationships with dairy managers, grocery managers, receivers, and store directors.This position serves as a key member of the Sales and Marketing team. This is a demanding role that requires planning, superb execution in a fast-paced challenging environment, and exceptional interpersonal skills.He / She will be responsible for a cluster of stores across multiple chains and will be held accountable for case fill rate monitoring and merchandising of products. He / She will be capable of managing numerous priorities simultaneously, with a “hands on” approach and style.",['Full-time'],annual,salary,,1677770668,"Prior work experiencePrior merchandising experience a plusPrior DSD experience a plusCertificates and/or licensesMust have a valid Driver’s License and own vehicleAbility to walk, stand, and lift objects up to 50 Lbs.Excellent verbal and written communication skills to interact effectively with multiple company departments and personnel.Equipment Used (types of equipment/tools or process used)Be familiar with PC business application software. (spreadsheet, database)",Location-based,"Visit stores to develop, nurture, and maintain repour and good relationship with dairy managers, grocery managers, receivers, and store directors. Position Danzeisen Dairy as a premium product in the fluid milk space to maximize sales. This person will be a brand ambassador, and he/she will be required to visit stores every week to merchandise products.Develop, nurture, and maintain repour and good relationship with dairy managers, grocery managers, receivers, and store directors.Stores are visited 1-2 times per weekEnsure that product is stocked and presented appropriately on store shelves.Ensure that product on store shelves follows remaining shelf-life policiesIn the event the above is not being complied with act immediately and engage adequate store personalEnsure that store orders are correct/adequate to maximize display spaceIn certain instances, he/she will be required to enter Sales Orders on behalf of our customersCommunicate all sales promotions, new items, and item changes with storesPotential for sampling of product at stores and other community eventsHelp the transportation department with order executionQuickly resolve any problems that arise with stores or customers to those storesTake responsibility/ownership for interactions with stores in assigned areaConsistently demonstrate a positive attitude as a representative of the company",[],Merchandiser-Sales representative,"[33.3628228, -112.169317]",Laveen,AZ,,
,,Siri & Glimstad,US,7563,['Legal'],"Siri &amp; Glimstad LLP is seeking an attorney with at least 3 years of experience with defending medical board violations and complaints against medical professionals to assist our clients with medical board hearings.The best fit for our team is an attorney who takes initiative, thrives in a fast-paced environment, and has a passion for preserving medical liberty and safeguarding civil rights.Requirements for Position: At least three (3) years of experience representing medical professionals before medical boards with high-quality analytical and writing skills.Position Levels Open: Attorney (Mid to Senior), Counsel, and PartnerLocation: Nationwide. This is a full-time remote position.Compensation &amp; Benefits:Compensation and benefits include (i) base pay of $100,000 to $180,000 per year, starting at $100,000 to $130,000, depending on experience, (ii) additional performance-based compensation for certain attorney positions, (iii) non-discretionary bonus and discretionary bonuses, (iv) medical, dental, vision, disability, and life insurance, (v) 401k plan, and (vi) other benefits.How to Apply: To be considered for this position, please submit the following to sbowman@sirillp.com: (i) cover letter, (ii) resume, and (iii) 2-3 writing samples showcasing your legal writing.",['Full-time'],annual,salary,,1677685117,nan,Remote,nan,[],Attorney – Medical Board Hearings,,,,100000.0,180000.0
,,Siri & Glimstad,US,7561,['Legal'],"Siri &amp; Glimstad LLP is seeking an attorney with at least 3 years of litigation experience related to FOIA or state public record act requests and high-quality writing skills to join our team of experienced, dependable, dedicated, and hard-working attorneys. Our attorneys are involved in numerous FOIA litigations related to mandated medicine, from the initial strategy and investigation phase through the completion of the matter. The best fit for our team is an attorney who is comfortable litigating, takes initiative, thrives in a fast-paced environment, and shares a passion for the preservation of medical liberty and the protection of civil rights.Requirements for Position: At least three (3) years of litigation experience related to FOIA or public records act requests and high-quality analytical and writing skills.Position Levels Open: Attorney (Mid to Senior), Counsel, and PartnerLocation: Nationwide. This is a full-time remote position.Compensation &amp; Benefits:Compensation and benefits include (i) base pay of $100,000 to $180,000 per year, starting at $100,000 to $130,000, depending on experience, (ii) additional performance-based compensation for certain attorney positions, (iii) non-discretionary bonus and discretionary bonuses, (iv) medical, dental, vision, disability, and life insurance, (v) 401k plan, and (vi) other benefits.How to Apply: To be considered for this position, please submit the following to sbowman@sirillp.com: (i) cover letter, (ii) resume, and (iii) 2-3 writing samples showcasing your legal writing.",['Full-time'],annual,salary,,1677683512,nan,Remote,nan,[],Attorney – Litigation – Freedom of Information Act,,,,100000.0,180000.0
214 S Main St,,Wooster's Pizzeria,US,7532,"['Business Development', 'Management', 'Marketing', 'Restaurant-Food Service']","We are hiring a new restaurant manager to develop our brand and pushour advertising. We’d be looking for you to have strong operational skills but specialize in marketing excellence in order to expand our reach as we grow.Wooster’s is a local pizzeria based in Moscow, Idaho.We started two years ago with a stone fire oven in a backyard, now you can find us on Main Street.Our recipes were crafted by our owners and with help from renowned New York pizzaiolo, Frank Pinello.We love this town and want to make the best pizza possible for the people who live here, from kids after a baseball game to downtown workers to couples on a date. Our goal is to build a restaurant that will serve generations. Right now, we are looking for someone to manage operations but more importantly, build the brand of this business.",['Full-time'],annual,salary,83843,1677188473,"$35K-$40K Salary based on hourly wageCommission in addition to base salaryPotential ownership in the restaurantIf you have any questions with regard to this position, please contact jake@woosterspizza.com.",Location-based,"Build branding by developing and implementing marketing strategiesManage restaurant social media accountsManage restaurant business operations with help from ownersCoordinate and market restaurant events (movie nights, date nights, deals)Work at the restaurant during busier lunch and dinner hours",[],Restaurant Manager,"[46.7323875, -117.0001651]",Moscow,ID,35000.0,40000.0
3008 East Main Street,,Excalibur Auto Body Repair,US,3512,['Automotive'],"Excalibur Auto Body Repair is looking to hire an Auto Body Estimator to provide exceptional customer experience, assess damaged vehicles, and cooperate with others to achieve common goals. As an Estimator, you’ll interact daily with customers, insurance companies, parts associates, and technicians to ensure a seamless customer experience.At Excalibur, we have built our business on our reputation as a reliable, trustworthy automotive repair shop with outstanding customer service. We need every employee to care for our customers as much as we do.",['Full-time'],annual,salary,83501,1677112274,"RequiredSelf-motivated team playerExcellent communication skills with both customers and team membersDetail-oriented, reliable, and efficientMust have a valid driver’s licensePreferred2+ years estimating experience",Location-based,nan,[],Auto Body Estimator,"[46.4165506, -117.0176569]",Lewiston,ID,60000.0,90000.0
1000 Freedom Way,,"Delta Defense, LLC",US,7526,"['Distribution-Shipping', 'Warehouse']","This work is based at our beautiful company headquarters in West Bend, Wisconsin.Join an exceptional warehouse team that prepares orders for our valued new and existing members.1st ShiftMonday through Friday$19.00/hourVoluntary overtimeRole is eligible for annual company incentive bonus programOur fast-paced, physical roles are performed in a variety of areas including promotions, membership kits, magazine circulation, merchandise purchases, returns, and general fulfillment. You will be picking, packing, and shipping timely and accurate orders as we continue to expand our exceptional delivery services. Our company is growing! If you are looking for a high energy, high impact environment, this is the job for you!",['Full-time'],hourly,salary,53095,1677094687,"High School Diploma or equivalent required.Must be 18 years of age or older.Basic understanding of internet functions and the ability to learn our warehouse management system. Knowledge of NetSuite or similar system is a bonus.Prior experience in a customer service role is desired.Can work equally as effectively as a team or independently.Able to take on new tasks and embrace variety in your work assignments.Be able to work on your feet for up to 8-10 hours per day.Be able to regularly lift up to 50 pounds.Be able to stand, walk, bend, pull, push, squat, lift and reach throughout your shift.Demonstrates the Core Values of Delta Defense, LLC.",Location-based,"Effectively uses warehouse technology to locate and gather stock for shipment.Coordinate with external teams to prepare upcoming promotional packages.Prepare and fulfill new and renewing member kits.Ensure daily orders are ready by USPS/UPS pick up times.Alert management of inventory and/or shipping supply needs.Process and mail internal renewals, collections, and retention mailings.Maintain and organize warehouse and off site storage facilityOperate pallet jacks, forklifts, and other equipment to locate, pull and process orders and allocate shipping materials.Perform quality checks on received inventory items and report deficiencies.Adhere to safety, quality, and fulfillment production standards.",[],Warehouse Associate - First Shift $19.00/hour,"[43.4252776, -88.1834277]",West Bend,WI,39520.0,0.0
1000 Freedom Way,,"Delta Defense, LLC",US,7525,"['Customer Service', 'Sales', 'Training']","Are you ready for a career you can BELIEVE in?Do you have a strong belief in the 2nd Amendment?Do you support the natural-born right to armed self-defense?Do you believe in the mission of the U.S. Concealed Carry Association (USCCA)?Delta Defense, LLC is the private company that provides Marketing, Operations and Customer Service for the USCCA.The USCCA helps responsible Americans avoid danger, save lives, and keep their families safe.Why YOU should Work at Delta Defense!We are a fun, fast-paced, and rewarding place to work and grow!Milwaukee Business Journal “Best Place to Work” award 6 years in a row!Named on Inc. 5000 “Fastest Growing Private Companies” list 11 years in a row!Milwaukee Journal Sentinel “Top Workplace” award 7 years in a row!Top Workplaces USA award in 2022!Position Summary:This position is responsible for training for Service and Sales Contact Center teams across the organization. This role provides organizational training through our world-class onboarding, project support, and innovation initiatives. Deliver critical support for new hires joining our contact centers, and provide coaching and development opportunities for our contact center advisors. Leverage your passion and energy as you facilitate adult learning in a blended environment.Can you captivate an audience and hold their attention and interest?Do you have a demonstrated track record in delivering training for sales or service advisors?Do you thrive in a fast-paced, dynamic environment?If you can answer yes, with confidence, then this may be the perfect role for you!This role requires candidates to live within a commutable distance to our headquarters in West Bend, Wisconsin: some remote work will be considered.",['Full-time'],annual,salary,53095,1677093993,"2+ years of experience delivering training within a customer service and sales-oriented environment in a business setting.Bachelor’s degree or equivalent experience.Proven ability to influence and coach sales and service advisors in a contact center setting.Familiar with adult learning theory and blended learning.Highly collaborative and comfortable with navigating rapidly changing organizational needs.Strong oral and written communication skills. Confidence to present to large audiences, small groups, or individual contributors.Knowledge of successful sales techniques and applications. Salesforce platform experience and CRM of Sales Cloud 360 preferred.Proficient in Google Docs, Sheets and Slides. Any e-learning platform experience is a plus!Required to pass and maintain Producer Property and Casualty License. Paid training is provided for all hires.Demonstrates the Core Values of Delta Defense, LLC.",Hybrid,"Facilitate new hire training for contact center sales and service advisors. Deliver ongoing developmental training to front-line advisors and supervisors in a 24/7 environment.Host company-wide orientation sessions to engage new employees in our company culture.Coach and support new employees through the Property and Casualty licensing process in concert with the Licensing team. Coordinate study time, testing logistics, and calendars for P&amp;C Licensing.Foster a high performing team in both live and virtual settings.Partner with instructional designers to create innovative learning solutions. Update and maintain training materials.Analyze curriculum effectiveness and recommend continuous improvement methods.Conduct skills coaching for sales and service advisors to achieve target goals.Collaborate with operations support teams to ensure proper staffing and support for training and development initiatives.Contribute expertise and support to the broader Learning &amp; Development team.Other duties as assigned.",[],Corporate Trainer - Hybrid,"[43.4252776, -88.1834277]",West Bend,WI,,
,,Siri & Glimstad,US,7524,['Legal'],"Siri &amp; Glimstad LLP is seeking an attorney with at least 3 years of toxic tort litigation experience and high-quality writing skills to join our team of experienced, dependable, dedicated, and hard-working attorneys. Responsibilities include, but are not limited to, taking a leading role on our dynamic and growing litigation team; independently managing a litigation caseload; working cases from beginning to end; working closely with other attorneys and staff on legal projects; and handling court appearances and depositions. Successful applicants must thrive in a fast-paced environment and have a desire to drive toxic tort matters.Requirements for Position: At least three (3) years of toxic tort litigation experience with high-quality analytical and writing skills.Position Levels Open: Attorney (Mid to Senior), Counsel, and PartnerLocation: Nationwide. This is a full-time remote position.Compensation &amp; Benefits:Compensation and benefits include (i) base pay of $100,000 to $180,000 per year, starting at $100,000 to $130,000, depending on experience, (ii) additional performance-based compensation for certain attorney positions, (iii) non-discretionary bonus and discretionary bonuses, (iv) medical, dental, vision, disability, and life insurance, (v) 401k plan, and (vi) other benefits.How to Apply: To be considered for this position, please submit the following to hr@sirillp.com: (i) cover letter, (ii) resume, and (iii) 2-3 writing samples showcasing your legal writing.",['Full-time'],annual,salary,,1677093721,nan,Remote,nan,[],Attorney - Litigation - Toxic Torts,,,,100000.0,180000.0
6101 Associated Blvd #101,,Electric Mirror,US,7523,"['Customer Service', 'Executive', 'Management', 'Marketing', 'Sales']",Electric Mirror is seeking an Inside Sales Manager to lead our team. We’re looking for someone who is data-driven and process-oriented. We need a talented leader to bring strategy and organization to our sales operations so that we can better analyze our existing processes and strategize new ways to improve them.,['Full-time'],annual,salary,98203,1677089401,6+ years' experience business to business sales managementExperience in the hotel or hospitality industry or similarManaged a minimum of 5-6 direct reports and teams of 20-30CRM Management experienceExcellent verbal and written communication skillsProcess-driven leadershipPreferredManufacturing industry knowledge Experience in the mirror industry,Location-based,Measure and report team performanceEvaluate and improve current sales processesOrder and implement processes to optimize team performanceCollaborate with other teams to better understand productsEnsure that team meets set deadlines and objectivesInnovate new pricing models that better meet client needs,[],"Director, Inside Sales Operations","[47.9789848, -122.2020794]",Everett,WA,130000.0,155000.0
,,CrossPolitic Studios,US,7485,['Media-Journalism'],"What We’re Looking ForWe are looking for a contracted journalist who would like to work alongside CrossPolitic Studios and the Fight Laugh Feast Network to further our mission to cover politics to the glory of God. This position, while unpaid, offers a meaningful opportunity for exposure for journalists who want to write from a biblical worldview.If you are a motivated, capable writer who is not afraid to take risks, we would love to interview you. In this position, you would write 1-2 pieces of quality journalism for Fight Laugh Feast per month.Who We AreCrossPolitic (Christ over politics) mixes the taboo formula of faith, culture, and politics to bring the clarity of the gospel into muddled America. We are a community of Christians who desire to see the Lordship of Christ in every corner of our culture, reigning over every politician, and changing every individual for our good and His glory.We’d love to bring you in on our projects if you are ready to partake in our fight for the culture.What We OfferOpportunity to work alongside our network of Fight Laugh Feast JournalistsChance to be on our CrossPolitic show if you write an exceptional storyIf you have any questions with regard to this position, please emailcontact@fightlaughfeast.com.",['Contract'],annual,salary,,1676997033,nan,Remote,nan,[],Journalist,,,,,
,,"Freedom Fries, LLC",US,7484,[],"SEARCH ENGINEER – Job DescriptionRequired Skills:5+ years of professional software development with modern programming languages (Python, Java, C++, C#, or especially Golang)Practical experience building search APIs with a focus on relevance and performanceNice to Have:Statistics and linear algebra backgroundExperience with NLPand machine learning techniquesExperience in Python and other scripting languagesExperience with large-scale data ingestion and analysisElasticsearch, Solr, or Lucene experienceData manipulation and ETL experienceData engineering (vectorization, classification, knowledge graphs, clustering)Experience with or interest in recommendation enginesExperience with or interest in query understanding enginesCloud and container development experience (Kubernetes, Docker, and Azure)Experience developing secure applications in a cloud environmentExperience with continuous delivery, testing, security practices, and disaster recoveryLooking for people who like to work in a collaborative environment and are willing to both teach and learn.We are a mission-oriented organization that needs candidates with an entrepreneurial mindset that can independently solve challenges while building for the future.What you provide:Drive for excellence: You constantly consider, ""How can I keep making things better?""Operational excellence. You write code with a solid understanding of operational requirements.Security first: You know what it takes to build and operate secure software.Keeping calm and carrying on: navigating through product outages, identifying performance bottlenecks, spotting anomalous system behavior, and figuring out the root cause of incidents.Self-directed: able to understand overall product goals and work with minimal direction to further those goals within the larger teamWhat we provide:Opportunities to develop and grow as an engineer. We are always expanding into new areas, working with open-source projects and exploring new technologies.A team of incredibly capable and dedicated peers, all the way from engineering to product management.Growth and mentorship. We believe in growing engineers through ownership and leadership opportunities.A stable, collaborative, and supportive work environment. We work in an open environment, work together to get things done, and adapt to the changing needs for the team. We keep it real by being open and honest.100% remote work from anywhere. Opportunity to attend in-person gatherings periodically for company strategy discussions and fun team building activities.","['Full-time', 'Contract']",annual,salary,,1676994559,nan,Remote,nan,[],Search Engineer,,,,,
5978 Old US Hwy 45 S,,"M Dean Owen, CPA, PSC",US,7476,"['Accounting', 'Finance', 'General Business']",Accountant/Bookkeeper for fast growing CPA Firm,['Full-time'],annual,salary,42003,1676725147,Associates degree in Accounting or higher,Location-based,"Reconcile source documents into financial statements, complete income/sales tax returns",[],Accounntant/Bookkeeper,"[37.0833893, -88.6000478]",Paducah,KY,40000.0,70000.0
,,"Delta Defense, LLC",US,6290,['Sales'],"Get ready to sell a product you can FINALLY BELIEVE in!Do you want to earn UNCAPPED commissions?Do you support the natural-born right to self-defense?Do you have a strong belief in the 2nd Amendment?Delta Defense, LLC is the private company that provides Marketing, Operations and Customer Service for the U.S. Concealed Carry Association.The USCCA helps responsible Americans avoid danger, save lives, and keep their families safe.This role provides:Competitive base salary with UNCAPPED commissionsAccount Executives in 2022 earned $100,000+ on averageTop Performers in 2022 earned $250,000+$5,500 in bonuses upon successful completion of trainingMileage reimbursement for all work-related mileage and car allowanceAdditional allowance for your cell phoneFull, comprehensive benefits packagePaid training, plus ongoing trainingPromotion opportunitiesCompany-provided equipment and branded apparelPotential to earn Top Shots Sales tripPosition Summary:As a Delta Defense Account Executive, you will create a robust pipeline through pursuing, building, and maintaining professional relationships with gun ranges, retailers, and firearms instructors in your territory. Through those relationships, you will share the USCCA story in group presentations. By using effective closing techniques you will provide individuals with education, training, and self-defense liability insurance benefits through USCCA membership.Responsibilities:Prospect for new businessBuild and maintain client baseSell USCCA Memberships at CCW (Concealed Carry Weapons Permit) classes (along with other firearms classes), and at brick &amp; mortar stores/rangesExecute the organization's outside sales programEnsure the successful achievement of Delta’s sales goals across the nationRequires evening and weekend hoursTravel within your territory, home every night (with minimal exceptions)Provide an unprecedented customer experienceTerritory:Orlando, FloridaEducation and Experience:Bachelor’s degree or relevant work experience preferredMust pass State Property &amp; Casualty Insurance exam following company provided trainingVisionary, entrepreneurial-minded professional with strong interpersonal &amp; leadership skillsPersuasive presentation skills with experience presenting to large audiencesStrong analytical and problem-solving skillsAbility to draw conclusions and make solid recommendationsExperience growing a territory through prospecting and pipeline managementExceptional negotiation skillsSelf-motivated with strong organizational skillsFamiliar with Salesforce and Google products suiteHigh level of professionalism and confidentialityProven ability to communicate and work effectively with a diverse range of people at all levels and functions of the organizationDemonstrate the Core Values of Delta Defense, LLC.Why YOU should Work at Delta Defense!We are a fun, fast-paced, and rewarding place to work and grow!Milwaukee Business Journal “Best Place to Work” award 6 years in a row!Named on Inc. 5000 “Fastest Growing Private Companies” list 11 years in a row!Milwaukee Journal Sentinel “Top Workplace” award 7 years in a row!Top Workplaces USA award in 2022!Benefits information can be reviewed at: https://www.deltadefense.com/careersPM19",['Full-time'],,salary,,1676655140,nan,Location-based,nan,[],"Outside Sales - Firearms Industry - Orlando, Florida","[28.5383355, -81.3792365]",Orlando,FL,,
1548 North Boise Avenue,,Mallory Family Wellness,US,7440,['Health Care'],"Receptionist for small private family practice. Duties include answering phones, registering patients, scheduling, patient check-in and check-out, collecting payments, scanning, faxing, importing. M-TH 7AM-6PM. Insurance benefits and 401K offered. Background check required.",['Full-time'],,salary,80538,1676582267,nan,Location-based,nan,[],Medical Office Receptionist,"[40.3977612, -105.0749801]",Loveland,CO,,
,,Work at Home United,US,2381,"['Admin-Clerical', 'Business Development', 'Consultant', 'Customer Service', 'Education', 'Entry Level', 'Executive', 'General Business', 'Grocery', 'Health Care', 'Management', 'Manufacturing', 'Marketing', 'Media-Journalism', 'Other', 'Retail', 'Sales', 'Supply Chain', 'Telecommunications', 'Training']","We are expanding in every state across the US and throughout Canada. We are a long-established, 38 year old, rapidly growing, stable and ethical consumer goods manufacturing company with conservative values and we are currently seeking responsible and dedicated work at home/remote agents with excellent work ethic and friendly, yet professional dispositions to work from home, to assist with marketing, advertising and scheduling appointments to expand and service our customer base. This opportunity allows you to work around your own schedule. You determine your hours.Our team of dedicated and passionate Leaders are comitted to helping you reach your goals and start earning reliable, monthly income from anywhere you have a stable internet connection so you can finally escape therat race, the commute and the unconstitutional mandates and experience True Freedom once and for all. If you are open to learning more to discover how we can help you reach your financial goals, while enjoying more time freedom to do the things you enjoy most, andworking at home, we invite you to submit an inquiry on our website, so we can share the full details of this exciting opportunity with you.Learn moreby visiting the link below:www.TrueFreedomUSA.infoWe want to assure you this doesnotinvolve any of the following:NOSelling ProductsNOTaking OrdersNOProcessing PaymentsNOKeeping InventoryNOInvestmentNOMulti-Level-MarketingNOParty PlanningNOPressuringpeople to join you or buy non-essential products they can't affordThis is a legitimate opportunity to join a 38 year old, debt-free, privately owned (not publicly traded),All-American, ethical and extremely generous company who truly values and respects our rights. We offer opportunities to applicants who areover the age of 18, who are driven, dedicated, coachable and willing to work.Positions are available throughout the United States and Canada.Request information by visiting the link below:www.TrueFreedomUSA.infoThis is a BBB accredited business andwe are proud to share that we have an extensive list of accolades and awards. Here are just a few: We have one of the top 100 eCommerce sites in the world (although this opportunity doesnotinvolve sales of any kind) and we have been awarded and recognized by the United States Chamber of Commerce, Inc. 500 Magazine, USA Today and Forbes Magazine – 2021 America's Best Employer Award just to name a few.","['Full-time', 'Part-time', 'Contract', 'Seasonal', 'Gig', 'Temp', 'Self-employment']",,commission,,1676556831,nan,Remote,nan,[],Remote Marketing and Advertising Agents (USA and Canada),,,,,
